display_name,first_name,id,last_name,party,state,year
Johnson (R-WI),Ron,S345,Johnson,R,WI,2014
Lee (R-UT),Mike,S346,Lee,R,UT,2014
Risch (R-ID),James ,S323,Risch,R,ID,2014
Roberts (R-KS),Pat,S260,Roberts,R,KS,2014
Rubio (R-FL),Marco,S350,Rubio,R,FL,2014
Scott (R-SC),Timothy,S365,Scott,R,SC,2014
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2014
Shelby (R-AL),Richard,S184,Shelby,R,AL,2014
Toomey (R-PA),Pat,S351,Toomey,R,PA,2014
Vitter (R-LA),David,S299,Vitter,R,LA,2014
Wicker (R-MS),Roger,S318,Wicker,R,MS,2014
Baldwin (D-WI),Tammy,S354,Baldwin,D,WI,2014
Begich (D-AK),Mark,S319,Begich,D,AK,2014
Durbin (D-IL),Richard,S253,Durbin,D,IL,2014
Graham (R-SC),Lindsey,S293,Graham,R,SC,2014
Harkin (D-IA),Tom,S172,Harkin,D,IA,2014
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2014
Heitkamp (D-ND),Heidi,S360,Heitkamp,D,ND,2014
King (I-ME),Angus,S363,King,I,ME,2014
Markey (D-MA),Edward,S369,Markey,D,MA,2014
McCain (R-AZ),John,S197,McCain,R,AZ,2014
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2014
Moran (R-KS),Jerry,S347,Moran,R,KS,2014
Paul (R-KY),Rand,S348,Paul,R,KY,2014
Portman (R-OH),Rob,S349,Portman,R,OH,2014
Sanders (I-VT),Bernie,S313,Sanders,I,VT,2014
Shaheen (D-NH),Jeanne,S324,Shaheen,D,NH,2014
Thune (R-SD),John,S303,Thune,R,SD,2014
Warren (D-MA),Elizabeth,S366,Warren,D,MA,2014
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2014
Ayotte (R-NH),Kelly,S340,Ayotte,R,NH,2014
Baucus (D-MT),Max,S127,Baucus,D,MT,2014
Bennet (D-CO),Michael,S330,Bennet,D,CO,2014
Blumenthal (D-CT),Richard,S341,Blumenthal,D,CT,2014
Booker (D-NJ),Cory,S370,Booker,D,NJ,2014
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2014
Brown (D-OH),Sherrod ,S307,Brown,D,OH,2014
Burr (R-NC),Richard,S300,Burr,R,NC,2014
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2014
Cardin (D-MD),Ben,S308,Cardin,D,MD,2014
Carper (D-DE),Thomas,S277,Carper,D,DE,2014
Casey (D-PA),Bob,S309,Casey,D,PA,2014
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2014
Coats (R-IN),Dan,S212,Coats,R,IN,2014
Coburn (R-OK),Tom,S301,Coburn,R,OK,2014
Collins (R-ME),Susan,S252,Collins,R,ME,2014
Coons (D-DE),Christopher,S337,Coons,D,DE,2014
Corker (R-TN),Bob,S310,Corker,R,TN,2014
Donnelly (D-IN),Joe,S356,Donnelly,D,IN,2014
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2014
Flake (R-AZ),Jeff,S358,Flake,R,AZ,2014
Franken (D-MN),Al,S332,Franken,D,MN,2014
Gillibrand (D-NY),Kirsten,S331,Gillibrand,D,NY,2014
Hagan (D-NC),Kay,S320,Hagan,D,NC,2014
Heinrich (D-NM),Martin,S359,Heinrich,D,NM,2014
Hirono (D-HI),Mazie,S361,Hirono,D,HI,2014
Johnson (D-SD),Tim,S257,Johnson,D,SD,2014
Kaine (D-VA),Timothy,S362,Kaine,D,VA,2014
Kirk (R-IL),Mark,S339,Kirk,R,IL,2014
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2014
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2014
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2014
Levin (D-MI),Carl,S131,Levin,D,MI,2014
Manchin (D-WV),Joe,S338,Manchin,D,WV,2014
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2014
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2014
Merkley (D-OR),Jeff,S322,Merkley,D,OR,2014
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2014
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2014
Murphy (D-CT),Christopher,S364,Murphy,D,CT,2014
Murray (D-WA),Patty,S229,Murray,D,WA,2014
Nelson (D-FL),Bill,S282,Nelson,D,FL,2014
Pryor (D-AR),Mark,S295,Pryor,D,AR,2014
Reed (D-RI),John,S259,Reed,D,RI,2014
Reid (D-NV),Harry,S198,Reid,D,NV,2014
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2014
Schatz (D-HI),Brian,S353,Schatz,D,HI,2014
Schumer (D-NY),Charles,S270,Schumer,D,NY,2014
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2014
Tester (D-MT),Jon,S314,Tester,D,MT,2014
Udall (D-CO),Mark,S325,Udall,D,CO,2014
Udall (D-NM),Tom,S326,Udall,D,NM,2014
Warner (D-VA),Mark,S327,Warner,D,VA,2014
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2014
Wyden (D-OR),Ron,S247,Wyden,D,OR,2014
Walsh (D-MT),John,S371,Walsh,D,MT,2014
